timestamp,event_type,category,device,email,error_type,items_count,latency_ms,price,product_id,product_name,quantity,session_id,status,user_id
2026-05-23T01:39:26.590Z,user_logged_in,,desktop,comprador_98638@technova.com,,,24,,,,,sess_jy6p01uf8t,success,3744
2026-05-23T18:07:11.591Z,user_logged_in,,desktop,comprador_94423@technova.com,,,22,,,,,sess_te4j1k4s9qa,success,3749
2026-05-23T02:06:18.820Z,catalog_browsed,,desktop,,,10,4,,,,,sess_0vlzaqi0lli9,success,3747
2026-05-23T00:11:09.030Z,order_attempted,,mobile,,,,,1600,1,Tarjeta Gráfica RTX 4090,,sess_t541wb6aor,,2
2026-05-23T01:08:45.030Z,order_attempted,,mobile,,,,,1600,1,Tarjeta Gráfica RTX 4090,,sess_iuyatgifsp,,2
2026-05-23T04:00:30.046Z,order_failed,,mobile,,Sin stock suficiente,,16,1600,1,Tarjeta Gráfica RTX 4090,,sess_3qkr1cgd56l,out_of_stock,2
2026-05-23T13:25:41.050Z,order_failed,,mobile,,Sin stock suficiente,,20,1600,1,Tarjeta Gráfica RTX 4090,,sess_li412dksa4b,out_of_stock,2
2026-05-23T21:11:22.518Z,catalog_browsed,,mobile,,,10,16,,,,,sess_zn8q62mf34p,success,
2026-05-23T04:57:15.547Z,product_viewed,Componentes,mobile,,,,,1600,1,Tarjeta Gráfica RTX 4090,,sess_x9by0hmu32,,1
2026-05-22T23:41:02.550Z,product_viewed,Componentes,desktop,,,,,1600,1,Tarjeta Gráfica RTX 4090,,sess_mao9t51ah9,,2
2026-05-22T23:02:26.585Z,product_viewed,Periféricos,desktop,,,,,70,8,Mouse Gamer Inalámbrico,,sess_zbotf7bokp9,,3745
2026-05-23T18:56:14.587Z,product_viewed,Audio,mobile,,,,,85,10,Auriculares Gaming 7.1,,sess_if6n8rzhr4,,3751
2026-05-23T03:04:47.598Z,product_viewed,Componentes,desktop,,,,,600,2,Procesador Intel Core i9,,sess_72tox0yqbcb,,3752
2026-05-23T13:49:18.599Z,product_viewed,Almacenamiento,mobile,,,,,110,9,Unidad SSD 1TB NVMe M.2,,sess_9jmxnobearn,,3749
2026-05-22T23:01:39.600Z,product_viewed,Almacenamiento,desktop,,,,,110,9,Unidad SSD 1TB NVMe M.2,,sess_ebl94wmfl4e,,3748
2026-05-23T11:09:04.602Z,product_viewed,Periféricos,desktop,,,,,90,7,Teclado Mecánico RGB,,sess_jrn1imdqsjf,,3753
2026-05-22T23:44:00.605Z,product_viewed,Periféricos,desktop,,,,,70,8,Mouse Gamer Inalámbrico,,sess_vgi6nci5tn,,3746
2026-05-23T20:41:00.607Z,product_viewed,Audio,mobile,,,,,85,10,Auriculares Gaming 7.1,,sess_jdj1wma49o,,3744
2026-05-23T21:12:22.850Z,catalog_browsed,,desktop,,,10,12,,,,,sess_9dpl0i5097,success,3754
2026-05-23T03:21:16.921Z,product_viewed,Monitores,desktop,,,,,300,6,"Monitor Gaming 27"" 144Hz",,sess_dy0zg9fjona,,3747
2026-05-23T01:58:44.938Z,user_registered,,desktop,navegante_56240@technova.com,,,16,,,,,sess_avjdlswclf7,success,3755
2026-05-23T01:13:23.048Z,order_attempted,,mobile,,,,,1600,1,Tarjeta Gráfica RTX 4090,,sess_ic8vqc8fh4a,,1
2026-05-22T23:39:01.051Z,order_attempted,,desktop,,,,,1600,1,Tarjeta Gráfica RTX 4090,,sess_c4vdths77fe,,2
2026-05-23T13:08:50.063Z,order_failed,,desktop,,Sin stock suficiente,,15,1600,1,Tarjeta Gráfica RTX 4090,,sess_sehn568adib,out_of_stock,1
2026-05-23T00:35:56.068Z,order_failed,,mobile,,Sin stock suficiente,,17,1600,1,Tarjeta Gráfica RTX 4090,,sess_gmqq7p2nnbg,out_of_stock,2
2026-05-23T17:59:11.112Z,catalog_browsed,,desktop,,,10,10,,,,,sess_36f13fm24j8,success,
2026-05-23T14:54:35.226Z,catalog_browsed,,mobile,,,10,9,,,,,sess_14x34lqtzmw,success,3750
2026-05-23T18:59:37.454Z,product_viewed,Audio,mobile,,,,,85,10,Auriculares Gaming 7.1,,sess_9qifqvzgmqb,,
2026-05-23T00:23:28.564Z,product_viewed,Componentes,desktop,,,,,1600,1,Tarjeta Gráfica RTX 4090,,sess_5cf76uyno,,2
2026-05-23T20:46:26.569Z,product_viewed,Componentes,desktop,,,,,1600,1,Tarjeta Gráfica RTX 4090,,sess_qkffwyop0c8,,1
2026-05-23T03:59:06.001Z,product_viewed,Almacenamiento,mobile,,,,,110,9,Unidad SSD 1TB NVMe M.2,,sess_b8qzp21o28,,
2026-05-23T11:12:08.063Z,product_viewed,Componentes,desktop,,,,,600,2,Procesador Intel Core i9,,sess_pifojbggs3g,,
2026-05-23T03:31:08.065Z,order_attempted,,desktop,,,,,1600,1,Tarjeta Gráfica RTX 4090,,sess_gbome62opcm,,2
2026-05-23T18:36:30.070Z,order_attempted,,desktop,,,,,1600,1,Tarjeta Gráfica RTX 4090,,sess_mv235dyik9s,,1
2026-05-23T11:07:51.076Z,order_failed,,desktop,,Sin stock suficiente,,11,1600,1,Tarjeta Gráfica RTX 4090,,sess_qhj045qrnec,out_of_stock,2
2026-05-23T01:07:46.080Z,order_failed,,desktop,,Sin stock suficiente,,10,1600,1,Tarjeta Gráfica RTX 4090,,sess_5hvlldll5vu,out_of_stock,1
2026-05-23T05:04:28.086Z,order_attempted,,mobile,,,,,70,8,Mouse Gamer Inalámbrico,,sess_pmw5rhr0d5k,,3745
2026-05-23T11:30:16.088Z,order_attempted,,desktop,,,,,85,10,Auriculares Gaming 7.1,,sess_yluhh1e7vnm,,3751
2026-05-23T01:20:44.098Z,order_attempted,,mobile,,,,,600,2,Procesador Intel Core i9,,sess_9r5o3s1roir,,3752
2026-05-23T01:09:12.100Z,order_attempted,,desktop,,,,,110,9,Unidad SSD 1TB NVMe M.2,,sess_epk5fkju15j,,3749
2026-05-23T03:10:54.100Z,order_attempted,,desktop,,,,,110,9,Unidad SSD 1TB NVMe M.2,,sess_y0aslfehwa,,3748
2026-05-22T22:52:08.102Z,order_attempted,,desktop,,,,,90,7,Teclado Mecánico RGB,,sess_p647ek5jppm,,3753
2026-05-23T13:17:44.106Z,order_attempted,,desktop,,,,,70,8,Mouse Gamer Inalámbrico,,sess_2rl2i8bpka6,,3746
2026-05-23T01:06:51.108Z,order_attempted,,desktop,,,,,85,10,Auriculares Gaming 7.1,,sess_3aupbkky7kx,,3744
2026-05-23T00:29:46.139Z,order_completed,,mobile,,,,50,85,10,Auriculares Gaming 7.1,1,sess_z011k96tf4,success,3751
2026-05-23T21:25:21.142Z,order_completed,,desktop,,,,56,70,8,Mouse Gamer Inalámbrico,1,sess_lqws3bya05,success,3745
2026-05-23T14:51:23.148Z,order_failed,,desktop,,Sin stock suficiente,,50,600,2,Procesador Intel Core i9,,sess_8st20qbfd0u,out_of_stock,3752
2026-05-23T02:48:53.161Z,order_completed,,desktop,,,,55,70,8,Mouse Gamer Inalámbrico,1,sess_dgnjjvzbg8b,success,3746
2026-05-23T14:27:15.177Z,user_registered,,desktop,comprador_48689@technova.com,,,35,,,,,sess_8bga3lwmuxh,success,3757
2026-05-23T12:34:25.180Z,user_registered,,mobile,comprador_47845@technova.com,,,32,,,,,sess_o3nqgveihfb,success,3756
2026-05-23T20:34:09.186Z,user_registered,,desktop,comprador_88896@technova.com,,,47,,,,,sess_q43a1ds3qd,success,3758
2026-05-23T19:51:18.188Z,user_registered,,desktop,comprador_26584@technova.com,,,27,,,,,sess_1xi95rlvkgc,success,3759
2026-05-23T08:04:40.190Z,order_completed,,desktop,,,,89,110,9,Unidad SSD 1TB NVMe M.2,1,sess_xjtxffff1q,success,3748
2026-05-23T00:58:28.194Z,order_completed,,desktop,,,,86,85,10,Auriculares Gaming 7.1,1,sess_bjuhx9prgn6,success,3744
2026-05-23T22:08:25.194Z,order_completed,,desktop,,,,92,90,7,Teclado Mecánico RGB,1,sess_6t41v71w3w,success,3753
2026-05-23T00:00:30.195Z,order_completed,,desktop,,,,95,110,9,Unidad SSD 1TB NVMe M.2,1,sess_rmz8cww7ww,success,3749
2026-05-22T23:42:50.205Z,user_registered,,mobile,comprador_32344@technova.com,,,11,,,,,sess_ttm4h4gtmye,success,3760
2026-05-23T12:55:34.212Z,user_registered,,mobile,comprador_34843@technova.com,,,18,,,,,sess_ebboqsichdd,success,3763
2026-05-23T01:18:19.213Z,user_registered,,mobile,comprador_55654@technova.com,,,23,,,,,sess_ixxjk2eshi,success,3761
2026-05-23T16:33:43.213Z,user_registered,,desktop,comprador_41977@technova.com,,,18,,,,,sess_plkq3gtxhx9,success,3762
2026-05-23T02:27:31.347Z,product_viewed,Componentes,desktop,,,,,600,2,Procesador Intel Core i9,,sess_rq5dno8etec,,3754
2026-05-23T13:53:25.360Z,user_registered,,desktop,navegante_13406@technova.com,,,12,,,,,sess_s02ypng3jio,success,3764
2026-05-23T05:35:48.486Z,product_viewed,Memorias,desktop,,,,,150,3,Memoria RAM 32GB DDR5,,sess_3ldudytg966,,3750
2026-05-23T18:26:33.577Z,product_viewed,Componentes,mobile,,,,,1600,1,Tarjeta Gráfica RTX 4090,,sess_z08u8smls4l,,1
2026-05-23T18:08:40.580Z,product_viewed,Componentes,desktop,,,,,1600,1,Tarjeta Gráfica RTX 4090,,sess_ro06k58347j,,2
2026-05-22T23:44:36.078Z,order_attempted,,desktop,,,,,1600,1,Tarjeta Gráfica RTX 4090,,sess_tyhdr3saw7q,,1
2026-05-23T19:07:38.081Z,order_attempted,,mobile,,,,,1600,1,Tarjeta Gráfica RTX 4090,,sess_rrne3ztzwa,,2
2026-05-23T02:17:49.090Z,order_failed,,mobile,,Sin stock suficiente,,11,1600,1,Tarjeta Gráfica RTX 4090,,sess_fpcjwgkpux9,out_of_stock,1
2026-05-23T00:06:18.092Z,order_failed,,mobile,,Sin stock suficiente,,11,1600,1,Tarjeta Gráfica RTX 4090,,sess_l1gzqydz3rp,out_of_stock,2
2026-05-22T22:40:07.184Z,user_logged_in,,mobile,comprador_48689@technova.com,,,7,,,,,sess_j1jsksqqy8,success,3757
2026-05-23T20:47:43.187Z,user_logged_in,,desktop,comprador_47845@technova.com,,,7,,,,,sess_uwp3wa5kbac,success,3756
2026-05-23T02:50:55.193Z,user_logged_in,,desktop,comprador_88896@technova.com,,,6,,,,,sess_0uckfaums46,success,3758
2026-05-23T04:56:07.195Z,user_logged_in,,desktop,comprador_26584@technova.com,,,7,,,,,sess_7z848i18mbo,success,3759
2026-05-23T03:28:14.212Z,user_logged_in,,desktop,comprador_32344@technova.com,,,5,,,,,sess_3p0j2cu9qrn,success,3760
2026-05-23T16:46:29.219Z,product_viewed,Periféricos,mobile,,,,,70,8,Mouse Gamer Inalámbrico,,sess_tu70j7wqmo,,3750
2026-05-22T23:46:20.219Z,user_logged_in,,desktop,comprador_34843@technova.com,,,7,,,,,sess_j2qsm98cmt,success,3763
2026-05-23T03:37:47.220Z,user_logged_in,,mobile,comprador_41977@technova.com,,,6,,,,,sess_y4dv56t9d1c,success,3762
2026-05-23T15:57:06.223Z,user_logged_in,,mobile,comprador_55654@technova.com,,,9,,,,,sess_d2ovsv81l2e,success,3761
2026-05-23T03:20:26.590Z,product_viewed,Componentes,desktop,,,,,1600,1,Tarjeta Gráfica RTX 4090,,sess_12i3s1icpan,,2
2026-05-23T08:33:55.593Z,product_viewed,Componentes,desktop,,,,,1600,1,Tarjeta Gráfica RTX 4090,,sess_xvj1ejazrtj,,2
2026-05-23T09:00:10.650Z,catalog_browsed,,desktop,,,10,5,,,,,sess_2f0y54tuj4u,success,3764
2026-05-23T15:08:44.789Z,catalog_browsed,,mobile,,,10,8,,,,,sess_d02wwdz7bdu,success,3755
2026-05-23T03:59:29.949Z,catalog_browsed,,desktop,,,10,10,,,,,sess_l5t95nb7jpb,success,
2026-05-23T16:45:31.091Z,order_attempted,,mobile,,,,,1600,1,Tarjeta Gráfica RTX 4090,,sess_b3x0rhyn78a,,2
2026-05-22T23:47:12.094Z,order_attempted,,mobile,,,,,1600,1,Tarjeta Gráfica RTX 4090,,sess_jylv3z57fe,,2
2026-05-23T11:00:09.107Z,order_failed,,mobile,,Sin stock suficiente,,16,1600,1,Tarjeta Gráfica RTX 4090,,sess_nchav2m1r3,out_of_stock,2
2026-05-23T16:06:35.107Z,order_failed,,mobile,,Sin stock suficiente,,13,1600,1,Tarjeta Gráfica RTX 4090,,sess_6ow1r6dmzn,out_of_stock,2
2026-05-23T03:26:18.190Z,product_viewed,Componentes,mobile,,,,,350,4,Placa Base ASUS ROG,,sess_k72362q9tl,,3757
2026-05-22T23:35:38.194Z,product_viewed,Periféricos,mobile,,,,,70,8,Mouse Gamer Inalámbrico,,sess_fk49zg6rqi,,3756
2026-05-23T01:32:37.200Z,catalog_browsed,,mobile,,,10,6,,,,,sess_msr1nokdrxg,success,
2026-05-23T22:28:44.200Z,product_viewed,Almacenamiento,mobile,,,,,110,9,Unidad SSD 1TB NVMe M.2,,sess_143y7i4wqhdd,,3758
2026-05-23T18:17:03.204Z,product_viewed,Componentes,desktop,,,,,350,4,Placa Base ASUS ROG,,sess_t9wlc62q6kc,,3759
2026-05-23T00:10:18.217Z,product_viewed,Componentes,mobile,,,,,350,4,Placa Base ASUS ROG,,sess_pfvcef9y8kh,,3760
2026-05-23T14:06:48.228Z,product_viewed,Componentes,mobile,,,,,120,5,Fuente de Poder 850W,,sess_xyg8rowkhf,,3763
2026-05-23T01:17:32.230Z,product_viewed,Componentes,desktop,,,,,1600,1,Tarjeta Gráfica RTX 4090,,sess_my1vaqyyg9o,,3762
2026-05-23T00:58:49.234Z,product_viewed,Componentes,mobile,,,,,350,4,Placa Base ASUS ROG,,sess_190510v0mxd,,3761
2026-05-23T01:58:29.554Z,product_viewed,Memorias,desktop,,,,,150,3,Memoria RAM 32GB DDR5,,sess_zyo9x9iy1am,,3764
2026-05-23T16:15:18.607Z,product_viewed,Componentes,mobile,,,,,1600,1,Tarjeta Gráfica RTX 4090,,sess_i0gy7oqf18b,,1
2026-05-23T19:34:26.607Z,product_viewed,Componentes,mobile,,,,,1600,1,Tarjeta Gráfica RTX 4090,,sess_q3gqyuexc6,,2
2026-05-23T03:00:22.789Z,catalog_browsed,,desktop,,,10,5,,,,,sess_ico9wlbwtm,success,
2026-05-23T02:18:00.845Z,product_viewed,Componentes,desktop,,,,,120,5,Fuente de Poder 850W,,sess_wlaaask4u98,,3755
2026-05-23T21:37:01.018Z,product_viewed,Componentes,desktop,,,,,350,4,Placa Base ASUS ROG,,sess_pm6zs6y8uhc,,
2026-05-23T03:38:45.108Z,order_attempted,,desktop,,,,,1600,1,Tarjeta Gráfica RTX 4090,,sess_gnrrk3fcj44,,2
2026-05-23T15:21:09.108Z,order_attempted,,desktop,,,,,1600,1,Tarjeta Gráfica RTX 4090,,sess_pcj0jzd9bl,,1
2026-05-23T01:00:14.122Z,order_failed,,desktop,,Sin stock suficiente,,14,1600,1,Tarjeta Gráfica RTX 4090,,sess_srl6q5ikbt,out_of_stock,2
2026-05-23T04:43:33.126Z,order_failed,,desktop,,Sin stock suficiente,,18,1600,1,Tarjeta Gráfica RTX 4090,,sess_kj2zcxn8whh,out_of_stock,1
2026-05-23T11:38:47.293Z,product_viewed,Audio,desktop,,,,,85,10,Auriculares Gaming 7.1,,sess_ckbfsyymp9b,,3764
2026-05-23T18:42:21.300Z,user_registered,,desktop,navegante_87820@technova.com,,,7,,,,,sess_bewtmojbe86,success,3765
2026-05-23T01:05:57.405Z,product_viewed,Periféricos,mobile,,,,,70,8,Mouse Gamer Inalámbrico,,sess_m9io79r5c0n,,
2026-05-23T16:45:58.614Z,product_viewed,Monitores,desktop,,,,,300,6,"Monitor Gaming 27"" 144Hz",,sess_0lkunr7ghfh,,
2026-05-23T03:24:37.623Z,product_viewed,Componentes,desktop,,,,,1600,1,Tarjeta Gráfica RTX 4090,,sess_3kgval3xy5,,2
2026-05-23T05:55:06.627Z,product_viewed,Componentes,desktop,,,,,1600,1,Tarjeta Gráfica RTX 4090,,sess_1net08fpd5n,,2
2026-05-23T03:55:11.672Z,product_viewed,Componentes,desktop,,,,,600,2,Procesador Intel Core i9,,sess_x1ri2gctrwr,,
2026-05-23T03:58:19.691Z,order_attempted,,desktop,,,,,350,4,Placa Base ASUS ROG,,sess_pjwas3s8szr,,3757
2026-05-23T15:53:59.695Z,order_attempted,,mobile,,,,,70,8,Mouse Gamer Inalámbrico,,sess_yun4ki48vwm,,3756
2026-05-23T07:55:14.701Z,order_attempted,,desktop,,,,,110,9,Unidad SSD 1TB NVMe M.2,,sess_45a8rhlbdnx,,3758
2026-05-23T22:15:21.704Z,order_attempted,,mobile,,,,,350,4,Placa Base ASUS ROG,,sess_nx6kdcyt0x9,,3759
2026-05-23T03:18:10.708Z,product_viewed,Componentes,desktop,,,,,600,2,Procesador Intel Core i9,,sess_00cgd183s46ri,,3755
2026-05-23T16:29:46.717Z,order_attempted,,desktop,,,,,350,4,Placa Base ASUS ROG,,sess_begqg7p7woc,,3760
2026-05-22T23:09:27.717Z,order_completed,,desktop,,,,26,350,4,Placa Base ASUS ROG,1,sess_nyiku2gbls,success,3757
2026-05-23T18:46:18.722Z,order_completed,,desktop,,,,26,70,8,Mouse Gamer Inalámbrico,1,sess_lu7u6fxyoj,success,3756
2026-05-23T00:11:34.727Z,user_registered,,desktop,navegante_42922@technova.com,,,18,,,,,sess_adng89890ru,success,3766
2026-05-23T22:16:35.729Z,order_attempted,,desktop,,,,,120,5,Fuente de Poder 850W,,sess_z19b15cmbz,,3763
2026-05-23T22:13:35.731Z,order_attempted,,desktop,,,,,1600,1,Tarjeta Gráfica RTX 4090,,sess_1qd7b8q3htr,,3762
2026-05-23T02:30:50.734Z,order_attempted,,desktop,,,,,350,4,Placa Base ASUS ROG,,sess_d2sorgh34uh,,3761
2026-05-23T16:08:53.742Z,order_completed,,desktop,,,,38,350,4,Placa Base ASUS ROG,1,sess_tfs0z8f4w3,success,3759
2026-05-23T02:12:11.747Z,order_completed,,desktop,,,,46,110,9,Unidad SSD 1TB NVMe M.2,1,sess_ynvtwm7rc9e,success,3758
2026-05-23T00:35:29.759Z,order_completed,,desktop,,,,30,120,5,Fuente de Poder 850W,1,sess_noq36x9zqxh,success,3763
2026-05-23T19:03:36.762Z,user_registered,,desktop,comprador_33674@technova.com,,,45,,,,,sess_wenv12lb6jg,success,3767
2026-05-22T23:49:59.766Z,user_registered,,desktop,comprador_57885@technova.com,,,44,,,,,sess_k6t4k7jf3bl,success,3768
2026-05-23T00:52:27.766Z,order_completed,,mobile,,,,49,350,4,Placa Base ASUS ROG,1,sess_2styxenikzf,success,3760
2026-05-23T21:26:27.769Z,user_registered,,desktop,comprador_94334@technova.com,,,27,,,,,sess_hlgqmdkyabg,success,3769
2026-05-23T04:04:07.773Z,user_registered,,desktop,comprador_12263@technova.com,,,26,,,,,sess_j9l28bfaq7a,success,3770
2026-05-23T00:15:32.775Z,order_failed,,desktop,,Sin stock suficiente,,44,1600,1,Tarjeta Gráfica RTX 4090,,sess_9dsuy1c2mpq,out_of_stock,3762
2026-05-23T05:10:32.781Z,order_failed,,mobile,,Sin stock suficiente,,46,350,4,Placa Base ASUS ROG,,sess_y1racicx8yb,out_of_stock,3761
2026-05-23T00:25:00.786Z,user_registered,,desktop,comprador_86162@technova.com,,,11,,,,,sess_ot297ajjlj,success,3772
2026-05-22T23:42:39.789Z,user_registered,,desktop,comprador_1189@technova.com,,,29,,,,,sess_s2wvs8zatof,success,3771
2026-05-23T18:27:36.793Z,user_registered,,mobile,comprador_39018@technova.com,,,27,,,,,sess_idi7y8h0gno,success,3773
2026-05-23T12:39:46.795Z,user_registered,,desktop,comprador_12836@technova.com,,,14,,,,,sess_6vxh4g7mol9,success,3774
2026-05-23T00:35:42.123Z,order_attempted,,desktop,,,,,1600,1,Tarjeta Gráfica RTX 4090,,sess_s3ephfactj8,,2
2026-05-23T02:46:43.127Z,order_attempted,,mobile,,,,,1600,1,Tarjeta Gráfica RTX 4090,,sess_h9moe23uzfa,,2
2026-05-23T14:05:45.137Z,order_failed,,desktop,,Sin stock suficiente,,14,1600,1,Tarjeta Gráfica RTX 4090,,sess_hime2qroo9r,out_of_stock,2
2026-05-23T01:52:14.141Z,order_failed,,mobile,,Sin stock suficiente,,13,1600,1,Tarjeta Gráfica RTX 4090,,sess_63lza4coy52,out_of_stock,2
2026-05-23T21:17:53.630Z,catalog_browsed,,desktop,,,10,8,,,,,sess_05l3h19lc4yy,success,
2026-05-23T19:38:16.637Z,product_viewed,Componentes,desktop,,,,,1600,1,Tarjeta Gráfica RTX 4090,,sess_99mma556wnw,,1
2026-05-23T17:28:38.641Z,product_viewed,Componentes,desktop,,,,,1600,1,Tarjeta Gráfica RTX 4090,,sess_aglqnoprma,,1
2026-05-23T01:00:10.769Z,user_logged_in,,mobile,comprador_33674@technova.com,,,6,,,,,sess_c1s0l6slqii,success,3767
2026-05-23T19:01:35.775Z,user_logged_in,,desktop,comprador_57885@technova.com,,,8,,,,,sess_ei7k6cyjc69,success,3768
2026-05-23T17:19:39.776Z,user_logged_in,,desktop,comprador_94334@technova.com,,,6,,,,,sess_60ylfzp4953,success,3769
2026-05-23T18:38:46.781Z,user_logged_in,,mobile,comprador_12263@technova.com,,,7,,,,,sess_kuzszzsknq,success,3770
2026-05-23T17:39:00.812Z,user_logged_in,,mobile,comprador_86162@technova.com,,,26,,,,,sess_zlz1q7jmltf,success,3772
2026-05-23T21:20:50.814Z,user_logged_in,,mobile,comprador_1189@technova.com,,,25,,,,,sess_y7af7xtynl,success,3771
2026-05-23T17:06:24.815Z,user_logged_in,,desktop,comprador_12836@technova.com,,,20,,,,,sess_nltp3cv7cf,success,3774
2026-05-23T04:41:42.816Z,user_logged_in,,mobile,comprador_39018@technova.com,,,22,,,,,sess_ox811xi3jkq,success,3773
2026-05-23T02:28:36.881Z,catalog_browsed,,desktop,,,10,7,,,,,sess_8mgfpftdlt,success,
2026-05-23T11:16:53.921Z,catalog_browsed,,mobile,,,10,19,,,,,sess_w4n4xtfvdx,success,3765
2026-05-22T23:18:40.139Z,order_attempted,,mobile,,,,,1600,1,Tarjeta Gráfica RTX 4090,,sess_nevp5osxtt,,1
2026-05-23T14:11:27.143Z,order_attempted,,mobile,,,,,1600,1,Tarjeta Gráfica RTX 4090,,sess_rruj9nmtcj9,,1
2026-05-23T02:34:02.195Z,order_failed,,desktop,,Sin stock suficiente,,56,1600,1,Tarjeta Gráfica RTX 4090,,sess_xkzioarltsq,out_of_stock,1
2026-05-23T12:47:27.200Z,order_failed,,mobile,,Sin stock suficiente,,57,1600,1,Tarjeta Gráfica RTX 4090,,sess_7vbwiq8iqyq,out_of_stock,1
2026-05-23T07:58:00.330Z,catalog_browsed,,desktop,,,10,8,,,,,sess_j6zxsnswozi,success,3766
2026-05-23T17:09:25.476Z,catalog_browsed,,mobile,,,10,12,,,,,sess_xrl69191z1l,success,
2026-05-23T21:34:41.696Z,product_viewed,Componentes,desktop,,,,,1600,1,Tarjeta Gráfica RTX 4090,,sess_yfnzs9uwtqg,,1
2026-05-23T01:16:32.701Z,product_viewed,Componentes,desktop,,,,,1600,1,Tarjeta Gráfica RTX 4090,,sess_ogt0m40obw9,,1
2026-05-23T02:08:18.704Z,product_viewed,Monitores,mobile,,,,,300,6,"Monitor Gaming 27"" 144Hz",,sess_9ssrfp2feqt,,
2026-05-23T21:38:33.775Z,product_viewed,Almacenamiento,desktop,,,,,110,9,Unidad SSD 1TB NVMe M.2,,sess_rb4pt792ays,,3767
2026-05-23T00:10:00.782Z,product_viewed,Periféricos,desktop,,,,,90,7,Teclado Mecánico RGB,,sess_3es5msfmr4b,,3768
2026-05-23T21:09:45.784Z,product_viewed,Periféricos,desktop,,,,,90,7,Teclado Mecánico RGB,,sess_95yc78nv0g8,,3769
2026-05-23T02:02:32.787Z,product_viewed,Periféricos,desktop,,,,,70,8,Mouse Gamer Inalámbrico,,sess_7ywy8uo8fnx,,3770
2026-05-23T20:58:17.824Z,product_viewed,Componentes,desktop,,,,,1600,1,Tarjeta Gráfica RTX 4090,,sess_2l0tpn0m2nn,,3772
